barcode,consensus,nReads
G7,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Neochloridaceae%Characiopodium%Characiopodium hindakii,1
G7,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Scenedesmaceae%Tetradesmus%Tetradesmus distendus,6
G7,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Selenastraceae%Kirchneriella%Kirchneriella obesa,2
G7,Viridiplantae%Chlorophyta%NA%NA%NA%NA%NA,231
G7,Viridiplantae%Chlorophyta%Trebouxiophyceae%Chlorellales%Chlorellaceae%Chlorella%Chlorella sorokiniana,86
G7,Viridiplantae%Chlorophyta%Trebouxiophyceae%NA%NA%NA%NA,154
G7,Viridiplantae%Chlorophyta%Ulvophyceae%NA%NA%NA%NA,14
G7,Viridiplantae%Chlorophyta%Ulvophyceae%Scotinosphaerales%Scotinosphaeraceae%Scotinosphaera%Scotinosphaera lemnae,5
G7,Viridiplantae%Chlorophyta%Ulvophyceae%Ulotrichales%NA%NA%NA,2
G7,Viridiplantae%NA%NA%NA%NA%NA%NA,96
G7,Viridiplantae%Streptophyta%Magnoliopsida%NA%NA%NA%NA,15
G7,Viridiplantae%Streptophyta%NA%NA%NA%NA%NA,19
G8,Fungi%NA%NA%NA%NA%NA%NA,1
G8,Metazoa%Annelida%Clitellata%Tubificida%Naididae%NA%NA,2
G8,Metazoa%Arthropoda%NA%NA%NA%NA%NA,12
G8,NA%Ciliophora%NA%NA%NA%NA%NA,1
G8,NA%Ciliophora%Spirotrichea%Euplotida%Euplotidae%Euplotes%Euplotes eurystomus,3
G8,NA%Ciliophora%Spirotrichea%Euplotida%Euplotidae%Euplotes%NA,10
G8,NA%Ciliophora%Spirotrichea%NA%NA%NA%NA,2861
G8,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%Limnostrombidium%Limnostrombidium viride,8
G8,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%NA%NA,1
G8,NA%Ciliophora%Spirotrichea%Urostylida%Urostylidae%Uroleptus%Uroleptus stueberi,22
G8,NA%NA%Bigyra%Bicosoecida%NA%NA%NA,1
G8,NA%NA%Bigyra%Bicosoecida%Siluaniidae%Nerada%Nerada mexicana,1
G8,NA%NA%Chrysophyceae%Chromulinales%Chromulinaceae%Ochromonas%Ochromonas tuberculata,2
G8,NA%NA%Chrysophyceae%Chromulinales%NA%NA%NA,1
G8,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%Cryptomonas pyrenoidifera,5
G8,NA%NA%Cryptophyceae%Kathablepharidacea%Katablepharidaceae%Leucocryptos%Leucocryptos marina,9
G8,NA%NA%Cryptophyceae%NA%NA%Urgorri%Urgorri complanatus,2
G8,NA%NA%Dinophyceae%Thoracosphaerales%Thoracosphaeraceae%Thoracosphaera%Thoracosphaera heimii,1
G8,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA,3
G8,Viridiplantae%Chlorophyta%NA%NA%NA%NA%NA,2
G8,Viridiplantae%NA%NA%NA%NA%NA%NA,1
G8,Viridiplantae%Streptophyta%Klebsormidiophyceae%Klebsormidiales%NA%Streptofilum%Streptofilum capillatum,1
H4,Fungi%NA%NA%NA%NA%NA%NA,2
H4,Metazoa%Annelida%Clitellata%Tubificida%Naididae%NA%NA,1
H4,Metazoa%Arthropoda%Branchiopoda%Diplostraca%Chydoridae%Oxyurella%Oxyurella longicaudis,1
H4,Metazoa%Arthropoda%Branchiopoda%Diplostraca%NA%NA%NA,11
H4,Metazoa%NA%NA%NA%NA%NA%NA,64
H4,Metazoa%Platyhelminthes%Catenulida%NA%Stenostomidae%Stenostomum%NA,2
H4,NA%Bacillariophyta%Bacillariophyceae%Cocconeidales%Achnanthidiaceae%Lemnicola%Lemnicola hungarica,1
H4,NA%Bacillariophyta%Bacillariophyceae%Naviculales%NA%NA%NA,3
H4,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%NA%NA,1
H4,NA%Bacillariophyta%Coscinodiscophyceae%NA%NA%NA%NA,1
H4,NA%Bacillariophyta%NA%NA%NA%NA%NA,4
H4,NA%Ciliophora%Armophorea%Metopida%Apometopidae%Urostomides%Urostomides striatus,1
H4,NA%Ciliophora%NA%NA%NA%NA%NA,28
H4,NA%Ciliophora%Prostomatea%Prorodontida%Colepidae%Coleps%Coleps spetai,6
H4,NA%Ciliophora%Spirotrichea%Euplotida%Euplotidae%Euplotes%Euplotes eurystomus,4
H4,NA%Ciliophora%Spirotrichea%Euplotida%Euplotidae%Euplotes%NA,13
H4,NA%Ciliophora%Spirotrichea%NA%NA%NA%NA,5183
H4,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%Limnostrombidium%Limnostrombidium viride,2
H4,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%NA%NA,1
H4,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%Oxytricha%Oxytricha paragranulifera,2
H4,NA%Ciliophora%Spirotrichea%Urostylida%Urostylidae%Uroleptus%Uroleptus stueberi,1
H4,NA%Endomyxa%NA%Vampyrellida%Leptophryidae%Arachnula%Arachnula impatiens,1
H4,NA%Euglenozoa%Euglenida%Euglenales%Phacaceae%Phacus%Phacus mariae,46
H4,NA%NA%Bigyra%Bicosoecida%Siluaniidae%Filos%Filos agilis,2
H4,NA%NA%Bigyra%Bicosoecida%Siluaniidae%Nerada%Nerada mexicana,312
H4,NA%NA%Chrysophyceae%Chromulinales%Chromulinaceae%Ochromonas%Ochromonas tuberculata,5
H4,NA%NA%Chrysophyceae%Chromulinales%Chrysolepidomonadaceae%Chrysolepidomonas%Chrysolepidomonas dendrolepidota,1
H4,NA%NA%Chrysophyceae%Chromulinales%Paraphysomonadaceae%Paraphysomonas%Paraphysomonas imperforata,1
H4,NA%NA%Chrysophyceae%Chromulinales%Paraphysomonadaceae%Paraphysomonas%Paraphysomonas longispina,16
H4,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%Cryptomonas pyrenoidifera,25
H4,NA%NA%Cryptophyceae%Kathablepharidacea%Katablepharidaceae%Leucocryptos%Leucocryptos marina,1
H4,NA%NA%Cryptophyceae%NA%NA%NA%NA,3
H4,NA%NA%Cryptophyceae%Pyrenomonadales%Geminigeraceae%Geminigera%Geminigera cryophila,1
H4,NA%NA%Cryptophyceae%Pyrenomonadales%NA%NA%NA,1
H4,NA%Tubulinea%Elardia%Euamoebida%Amoebidae%Chaos%Chaos carolinense,12
H4,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlamydomonadaceae%Carteria%Carteria radiosa,1
H4,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA,40
H4,Viridiplantae%Chlorophyta%Chlorophyceae%NA%NA%NA%NA,1
H4,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%NA%NA%NA,21
H4,Viridiplantae%Chlorophyta%NA%NA%NA%NA%NA,46
H4,Viridiplantae%Chlorophyta%Ulvophyceae%NA%NA%NA%NA,1
H4,Viridiplantae%NA%NA%NA%NA%NA%NA,56
H4,Viridiplantae%Streptophyta%NA%NA%NA%NA%NA,1
H5,Fungi%Ascomycota%NA%NA%NA%NA%NA,206
H5,Fungi%Basidiomycota%NA%NA%NA%NA%NA,4
H5,Fungi%NA%NA%NA%NA%NA%NA,267
H5,Fungi%Zoopagomycota%Entomophthoromycetes%Entomophthorales%Entomophthoraceae%Furia%Furia neopyralidarum,1
H5,Metazoa%Annelida%Clitellata%NA%NA%NA%NA,587
H5,Metazoa%Annelida%Clitellata%Tubificida%Naididae%Dero%Dero digitata,20
H5,Metazoa%Annelida%Clitellata%Tubificida%Naididae%NA%NA,247
H5,Metazoa%Arthropoda%Arachnida%Trombidiformes%Demodicidae%Demodex%Demodex folliculorum,1
H5,Metazoa%Arthropoda%Branchiopoda%Diplostraca%Chydoridae%Chydorus%Chydorus sphaericus,1
H5,Metazoa%Arthropoda%Branchiopoda%Diplostraca%NA%NA%NA,13
H5,Metazoa%Arthropoda%NA%NA%NA%NA%NA,65
H5,Metazoa%Arthropoda%Ostracoda%Podocopida%Cyprididae%Cypridopsis%NA,15
H5,Metazoa%Cnidaria%Anthozoa%NA%NA%NA%NA,4
H5,Metazoa%Gastrotricha%NA%Chaetonotida%NA%NA%NA,3
H5,Metazoa%NA%NA%NA%NA%NA%NA,1791
H5,Metazoa%Nematoda%Chromadorea%Plectida%Plectidae%NA%NA,1
H5,Metazoa%Nematoda%Enoplea%Triplonchida%Tobrilidae%NA%NA,108
H5,Metazoa%Platyhelminthes%Catenulida%NA%Stenostomidae%Stenostomum%NA,2562
H5,Metazoa%Platyhelminthes%Catenulida%NA%Stenostomidae%Stenostomum%Stenostomum bryophilum,6
H5,Metazoa%Rotifera%Eurotatoria%NA%NA%NA%NA,7
H5,Metazoa%Rotifera%Eurotatoria%Ploima%Proalidae%Proales%Proales similis,637
H5,NA%Apicomplexa%Conoidasida%Eugregarinorida%Gregarinidae%Amoebogregarina%Amoebogregarina nigra,1
H5,NA%Apicomplexa%Conoidasida%Eugregarinorida%Gregarinidae%Gregarina%Gregarina blattarum,4
H5,NA%Apicomplexa%Conoidasida%NA%NA%NA%NA,2
H5,NA%Bacillariophyta%Bacillariophyceae%Cocconeidales%Achnanthidiaceae%Lemnicola%Lemnicola hungarica,170
H5,NA%Bacillariophyta%Bacillariophyceae%NA%NA%NA%NA,162
H5,NA%Bacillariophyta%Bacillariophyceae%Naviculales%NA%NA%NA,27
H5,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%NA%NA,33
H5,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%Navicula%NA,101
H5,NA%Bacillariophyta%Coscinodiscophyceae%NA%NA%NA%NA,48
H5,NA%Bacillariophyta%Coscinodiscophyceae%Thalassiosirales%Thalassiosiraceae%Stephanocyclus%Stephanocyclus meneghinianus,1
H5,NA%Bacillariophyta%NA%NA%NA%NA%NA,98
H5,NA%Ciliophora%Litostomatea%Haptorida%NA%NA%NA,8
H5,NA%Ciliophora%Litostomatea%NA%NA%NA%NA,2
H5,NA%Ciliophora%NA%NA%NA%NA%NA,8
H5,NA%Ciliophora%Oligohymenophorea%Peniculida%Parameciidae%Paramecium%Paramecium bursaria,5
H5,NA%Ciliophora%Phyllopharyngea%Chlamydodontida%Chilodonellidae%Chilodonella%Chilodonella uncinata,57
H5,NA%Ciliophora%Prostomatea%Prorodontida%Colepidae%Coleps%Coleps spetai,2
H5,NA%Ciliophora%Spirotrichea%Euplotida%Euplotidae%Euplotes%Euplotes eurystomus,11
H5,NA%Ciliophora%Spirotrichea%NA%NA%NA%NA,322
H5,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%Limnostrombidium%Limnostrombidium viride,10
H5,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%NA%NA,4
H5,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%Cyrtohymena%Cyrtohymena citrina,4
H5,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%NA%NA,11
H5,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%Oxytricha%Oxytricha paragranulifera,8
H5,NA%Ciliophora%Spirotrichea%Stichotrichida%NA%NA%NA,17
H5,NA%Ciliophora%Spirotrichea%Urostylida%Urostylidae%Uroleptus%Uroleptus stueberi,1
H5,NA%Endomyxa%NA%Vampyrellida%Leptophryidae%Arachnula%Arachnula impatiens,3
H5,NA%Endomyxa%NA%Vampyrellida%Leptophryidae%Vernalophrys%Vernalophrys algivore,2
H5,NA%Euglenozoa%Euglenida%Euglenales%NA%NA%NA,6
H5,NA%Euglenozoa%Euglenida%Euglenales%Phacaceae%Phacus%Phacus platyaulax,11
H5,NA%Euglenozoa%Euglenida%Petalomonadida%Scytomonadidae%NA%NA,16
H5,NA%Euglenozoa%Euglenida%Petalomonadida%Scytomonadidae%Petalomonas%Petalomonas sphagnophila,24
H5,NA%NA%Bigyra%Bicosoecida%Bicosoecidae%Bicosoeca%Bicosoeca petiolata,13
H5,NA%NA%Bigyra%Bicosoecida%Siluaniidae%Filos%Filos agilis,7
H5,NA%NA%Bigyra%Bicosoecida%Siluaniidae%NA%NA,69
H5,NA%NA%Bigyra%Bicosoecida%Siluaniidae%Nerada%Nerada mexicana,4
H5,NA%NA%Bigyra%Bicosoecida%Siluaniidae%Paramonas%Paramonas globosa,1
H5,NA%NA%Chrysophyceae%Chromulinales%Chromulinaceae%Ochromonas%Ochromonas tuberculata,7
H5,NA%NA%Chrysophyceae%Chromulinales%NA%NA%NA,7
H5,NA%NA%Chrysophyceae%Chromulinales%Paraphysomonadaceae%Paraphysomonas%Paraphysomonas imperforata,1
H5,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%Cryptomonas pyrenoidifera,19776
H5,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%NA,16
H5,NA%NA%Cryptophyceae%NA%NA%NA%NA,33
H5,NA%NA%Cryptophyceae%NA%NA%Urgorri%Urgorri complanatus,1
H5,NA%NA%Cryptophyceae%Pyrenomonadales%Chroomonadaceae%Komma%Komma caudata,16
H5,NA%NA%Cryptophyceae%Pyrenomonadales%Geminigeraceae%Geminigera%Geminigera cryophila,1
H5,NA%NA%Cryptophyceae%Pyrenomonadales%NA%NA%NA,1299
H5,NA%NA%Dinophyceae%NA%NA%NA%NA,17
H5,NA%NA%Eustigmatophyceae%Eustigmatales%Chlorobotryaceae%NA%NA,3
H5,NA%NA%Eustigmatophyceae%Eustigmatales%Monodopsidaceae%Nannochloropsis%NA,3
H5,NA%NA%Ichthyosporea%Ichthyophonida%NA%Anurofeca%Anurofeca richardsi,3
H5,NA%NA%NA%NA%Alphamonaceae%Alphamonas%Alphamonas edax,169
H5,NA%NA%NA%Rotosphaerida%Nucleariidae%Nuclearia%NA,83
H5,NA%NA%Synurophyceae%Synurales%Synuraceae%Chrysosphaerella%Chrysosphaerella rotundata,25
H5,NA%Oomycota%NA%NA%NA%NA%NA,17
H5,NA%Rhodophyta%Stylonematophyceae%Stylonematales%Stylonemataceae%Stylonema%Stylonema alsidii,4
H5,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlamydomonadaceae%Carteria%Carteria radiosa,21
H5,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlorococcaceae%Chlorococcum%Chlorococcum elkhartiense,54
H5,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA,129
H5,Viridiplantae%Chlorophyta%Chlorophyceae%NA%NA%NA%NA,33
H5,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%NA%NA%NA,5
H5,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Neochloridaceae%Characiopodium%Characiopodium hindakii,3
H5,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Scenedesmaceae%Tetradesmus%Tetradesmus distendus,8
H5,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Selenastraceae%Kirchneriella%Kirchneriella obesa,6
H5,Viridiplantae%Chlorophyta%NA%NA%NA%NA%NA,308
H5,Viridiplantae%Chlorophyta%Trebouxiophyceae%Chlorellales%Chlorellaceae%Chlorella%Chlorella sorokiniana,95
H5,Viridiplantae%Chlorophyta%Trebouxiophyceae%NA%NA%NA%NA,185
H5,Viridiplantae%Chlorophyta%Trebouxiophyceae%NA%NA%Picochlorum%Picochlorum atomus,3
H5,Viridiplantae%Chlorophyta%Ulvophyceae%NA%NA%NA%NA,16
H5,Viridiplantae%Chlorophyta%Ulvophyceae%Scotinosphaerales%Scotinosphaeraceae%Scotinosphaera%Scotinosphaera lemnae,17
H5,Viridiplantae%Chlorophyta%Ulvophyceae%Ulotrichales%NA%NA%NA,25
H5,Viridiplantae%Chlorophyta%Ulvophyceae%Ulotrichales%Ulotrichaceae%Ulothrix%Ulothrix zonata,1
H5,Viridiplantae%NA%NA%NA%NA%NA%NA,139
H5,Viridiplantae%Streptophyta%Magnoliopsida%NA%NA%NA%NA,20
H5,Viridiplantae%Streptophyta%Marchantiopsida%Marchantiales%Aytoniaceae%Reboulia%Reboulia hemisphaerica,1
H5,Viridiplantae%Streptophyta%Marchantiopsida%Sphaerocarpales%Sphaerocarpaceae%Sphaerocarpos%Sphaerocarpos donnellii,1
H5,Viridiplantae%Streptophyta%NA%NA%NA%NA%NA,25
H5,Viridiplantae%Streptophyta%Pinopsida%Pinales%Pinaceae%Pinus%Pinus elliottii,1
H5,Viridiplantae%Streptophyta%Polypodiopsida%Salviniales%Marsileaceae%Marsilea%Marsilea schelpeana,2
H5,Viridiplantae%Streptophyta%Zygnemophyceae%Desmidiales%Closteriaceae%Closterium%Closterium acerosum,17
H6,Fungi%Ascomycota%NA%NA%NA%NA%NA,3
H6,Fungi%Ascomycota%Saccharomycetes%Saccharomycetales%NA%NA%NA,16
H6,Fungi%Basidiomycota%NA%NA%NA%NA%NA,4
H6,Fungi%Basidiomycota%Tremellomycetes%Trichosporonales%Trichosporonaceae%Cutaneotrichosporon%Cutaneotrichosporon curvatum,15
H6,Fungi%Chytridiomycota%Chytridiomycetes%Rhizophydiales%Rhizophydiaceae%Rhizophydium%Rhizophydium planktonicum,2
H6,Fungi%NA%NA%NA%NA%NA%NA,55
H6,Metazoa%Annelida%Clitellata%Tubificida%Naididae%NA%NA,1
H6,Metazoa%Arthropoda%Branchiopoda%Diplostraca%Chydoridae%Chydorus%Chydorus sphaericus,6
H6,Metazoa%Arthropoda%Branchiopoda%Diplostraca%NA%NA%NA,1
H6,Metazoa%Cnidaria%Anthozoa%Scleractinia%Mussidae%Mycetophyllia%Mycetophyllia danaana,6
H6,Metazoa%Gastrotricha%NA%Chaetonotida%NA%NA%NA,6
H6,Metazoa%NA%NA%NA%NA%NA%NA,11
H6,Metazoa%Rotifera%Eurotatoria%NA%NA%NA%NA,5
H6,Metazoa%Rotifera%Eurotatoria%Ploima%Proalidae%Proales%Proales similis,1
H6,NA%Bacillariophyta%Bacillariophyceae%Cocconeidales%Achnanthidiaceae%Lemnicola%Lemnicola hungarica,2
H6,NA%Bacillariophyta%Bacillariophyceae%NA%NA%NA%NA,8
H6,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%NA%NA,25
H6,NA%Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%Navicula%NA,1
H6,NA%Bacillariophyta%Coscinodiscophyceae%NA%NA%NA%NA,3
H6,NA%Bacillariophyta%Fragilariophyceae%Licmophorales%Ulnariaceae%Ulnaria%NA,5
H6,NA%Bacillariophyta%Fragilariophyceae%Licmophorales%Ulnariaceae%Ulnaria%Ulnaria acus,50
H6,NA%Bacillariophyta%Fragilariophyceae%Licmophorales%Ulnariaceae%Ulnaria%Ulnaria ulna,3
H6,NA%Bacillariophyta%Fragilariophyceae%NA%NA%NA%NA,10
H6,NA%Bacillariophyta%Mediophyceae%Cymatosirales%Cymatosiraceae%Brockmanniella%Brockmanniella brockmannii,1
H6,NA%Bacillariophyta%NA%NA%NA%NA%NA,125
H6,NA%Cercozoa%NA%NA%NA%NA%NA,1
H6,NA%Cercozoa%Thecofilosea%Cryomonadida%Rhogostomidae%Sacciforma%Sacciforma sacciformis,29
H6,NA%Ciliophora%Litostomatea%Haptorida%NA%NA%NA,1
H6,NA%Ciliophora%NA%NA%NA%NA%NA,31
H6,NA%Ciliophora%Prostomatea%Prorodontida%Colepidae%Coleps%Coleps spetai,5
H6,NA%Ciliophora%Prostomatea%Prorodontida%Colepidae%NA%NA,3
H6,NA%Ciliophora%Spirotrichea%Choreotrichida%NA%NA%NA,15
H6,NA%Ciliophora%Spirotrichea%Euplotida%Euplotidae%Euplotes%Euplotes eurystomus,1
H6,NA%Ciliophora%Spirotrichea%NA%NA%NA%NA,558
H6,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%Limnostrombidium%Limnostrombidium viride,1082
H6,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%NA%NA,929
H6,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%NA%NA,1
H6,NA%Ciliophora%Spirotrichea%Sporadotrichida%Oxytrichidae%Oxytricha%Oxytricha paragranulifera,8
H6,NA%Ciliophora%Spirotrichea%Stichotrichida%Parabirojimidae%Parabirojimia%Parabirojimia similis,12
H6,NA%Endomyxa%NA%Vampyrellida%Leptophryidae%Arachnula%Arachnula impatiens,19
H6,NA%Endomyxa%NA%Vampyrellida%Leptophryidae%Vernalophrys%Vernalophrys algivore,177
H6,NA%Euglenozoa%Euglenida%Euglenales%NA%Colacium%Colacium vesiculosum,2
H6,NA%Euglenozoa%Euglenida%Euglenales%Phacaceae%Phacus%Phacus mariae,114
H6,NA%NA%Bigyra%Bicosoecida%Bicosoecidae%Bicosoeca%Bicosoeca petiolata,2
H6,NA%NA%Bigyra%Bicosoecida%NA%NA%NA,77
H6,NA%NA%Choanoflagellata%Acanthoecida%Stephanoecidae%Stephanoeca%Stephanoeca diplocostata,3
H6,NA%NA%Choanoflagellata%Craspedida%Salpingoecidae%Monosiga%Monosiga ovata,6
H6,NA%NA%Chrysophyceae%Chromulinales%Chromulinaceae%Ochromonas%Ochromonas tuberculata,217
H6,NA%NA%Chrysophyceae%Chromulinales%Chrysolepidomonadaceae%Chrysolepidomonas%Chrysolepidomonas dendrolepidota,37
H6,NA%NA%Chrysophyceae%Chromulinales%NA%NA%NA,9
H6,NA%NA%Chrysophyceae%Chromulinales%Paraphysomonadaceae%Paraphysomonas%Paraphysomonas bandaiensis,25
H6,NA%NA%Chrysophyceae%Chromulinales%Paraphysomonadaceae%Paraphysomonas%Paraphysomonas imperforata,1
H6,NA%NA%Chrysophyceae%NA%NA%NA%NA,5
H6,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%Cryptomonas pyrenoidifera,119
H6,NA%NA%Cryptophyceae%Cryptomonadales%Hemiselmidaceae%Hemiselmis%Hemiselmis rufescens,1
H6,NA%NA%Cryptophyceae%Cyathomonadacea%Goniomonadaceae%Goniomonas%Goniomonas pacifica,1
H6,NA%NA%Cryptophyceae%NA%NA%NA%NA,279
H6,NA%NA%Cryptophyceae%NA%NA%Urgorri%Urgorri complanatus,390
H6,NA%NA%Cryptophyceae%Pyrenomonadales%Geminigeraceae%Geminigera%Geminigera cryophila,6
H6,NA%NA%Cryptophyceae%Pyrenomonadales%Geminigeraceae%Teleaulax%Teleaulax amphioxeia,26
H6,NA%NA%Cryptophyceae%Pyrenomonadales%NA%NA%NA,10
H6,NA%NA%Cryptophyceae%Pyrenomonadales%Pyrenomonadaceae%Rhodomonas%Rhodomonas maculata,6
H6,NA%NA%Dinophyceae%Gonyaulacales%Ceratiaceae%Ceratium%Ceratium hirundinella,3
H6,NA%NA%Dinophyceae%Gonyaulacales%Ceratiaceae%Ceratium%NA,13
H6,NA%NA%Dinophyceae%NA%NA%NA%NA,397
H6,NA%NA%NA%NA%Alphamonaceae%Alphamonas%Alphamonas edax,1
H6,NA%Oomycota%NA%NA%NA%NA%NA,12
H6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlamydomonadaceae%Carteria%Carteria radiosa,2
H6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%Chlamydomonadaceae%NA%NA,1
H6,Viridiplantae%Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA,114
H6,Viridiplantae%Chlorophyta%Chlorophyceae%NA%NA%NA%NA,6
H6,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Neochloridaceae%Neochloris%Neochloris aquatica,141
H6,Viridiplantae%Chlorophyta%Chlorophyceae%Sphaeropleales%Selenastraceae%Kirchneriella%Kirchneriella obesa,2
H6,Viridiplantae%Chlorophyta%NA%NA%NA%NA%NA,536
H6,Viridiplantae%Chlorophyta%Trebouxiophyceae%Chlorellales%NA%NA%NA,1
H6,Viridiplantae%Chlorophyta%Trebouxiophyceae%NA%NA%NA%NA,1
H6,Viridiplantae%Chlorophyta%Ulvophyceae%NA%NA%NA%NA,894
H6,Viridiplantae%Chlorophyta%Ulvophyceae%Ulotrichales%NA%NA%NA,70
H6,Viridiplantae%Chlorophyta%Ulvophyceae%Ulotrichales%Ulotrichaceae%Ulothrix%Ulothrix zonata,184
H6,Viridiplantae%NA%NA%NA%NA%NA%NA,95
H6,Viridiplantae%Streptophyta%Klebsormidiophyceae%Klebsormidiales%NA%Streptofilum%Streptofilum capillatum,2
H6,Viridiplantae%Streptophyta%NA%NA%NA%NA%NA,1
H6,Viridiplantae%Streptophyta%Pinopsida%Pinales%Pinaceae%Pinus%Pinus elliottii,11
H6,Viridiplantae%Streptophyta%Zygnemophyceae%NA%NA%NA%NA,1
unknown,Fungi%NA%NA%NA%NA%NA%NA,4
unknown,Metazoa%Annelida%Clitellata%NA%NA%NA%NA,3
unknown,Metazoa%Annelida%Clitellata%Tubificida%Naididae%NA%NA,2
unknown,Metazoa%Arthropoda%Branchiopoda%Diplostraca%Chydoridae%Anchistropus%Anchistropus emarginatus,1
unknown,Metazoa%Arthropoda%Collembola%NA%NA%NA%NA,5
unknown,Metazoa%Arthropoda%Collembola%Symphypleona%Sminthurididae%Sminthurides%Sminthurides aquaticus,1
unknown,Metazoa%Arthropoda%NA%NA%NA%NA%NA,5
unknown,Metazoa%NA%NA%NA%NA%NA%NA,17
unknown,Metazoa%Nematoda%Chromadorea%Plectida%Plectidae%NA%NA,7
unknown,Metazoa%Nematoda%Enoplea%Triplonchida%Tobrilidae%NA%NA,1
unknown,Metazoa%Platyhelminthes%Catenulida%NA%Stenostomidae%Stenostomum%NA,17
unknown,Metazoa%Platyhelminthes%Catenulida%NA%Stenostomidae%Stenostomum%Stenostomum bryophilum,1
unknown,Metazoa%Rotifera%Eurotatoria%NA%NA%NA%NA,1
unknown,Metazoa%Rotifera%Eurotatoria%Ploima%Proalidae%Proales%Proales similis,5
unknown,NA%Bacillariophyta%Bacillariophyceae%Cocconeidales%Achnanthidiaceae%Lemnicola%Lemnicola hungarica,3
unknown,NA%Bacillariophyta%NA%NA%NA%NA%NA,3
unknown,NA%Ciliophora%NA%NA%NA%NA%NA,2
unknown,NA%Ciliophora%Spirotrichea%Euplotida%Euplotidae%Euplotes%NA,1
unknown,NA%Ciliophora%Spirotrichea%NA%NA%NA%NA,212
unknown,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%Limnostrombidium%Limnostrombidium viride,13
unknown,NA%Ciliophora%Spirotrichea%NA%Strombidiidae%NA%NA,7
unknown,NA%Ciliophora%Spirotrichea%Stichotrichida%NA%NA%NA,1
unknown,NA%Endomyxa%NA%Vampyrellida%Leptophryidae%Vernalophrys%Vernalophrys algivore,3
unknown,NA%Euglenozoa%Euglenida%Euglenales%Phacaceae%Lepocinclis%Lepocinclis acus,2
unknown,NA%Euglenozoa%Euglenida%Euglenales%Phacaceae%Phacus%Phacus mariae,1
unknown,NA%NA%Chrysophyceae%Chromulinales%Chromulinaceae%Ochromonas%Ochromonas tuberculata,8
unknown,NA%NA%Chrysophyceae%Chromulinales%Paraphysomonadaceae%Paraphysomonas%Paraphysomonas bandaiensis,1
unknown,NA%NA%Cryptophyceae%Cryptomonadales%Cryptomonadaceae%Cryptomonas%Cryptomonas pyrenoidifera,138
unknown,NA%NA%Cryptophyceae%NA%NA%NA%NA,4
unknown,NA%NA%Cryptophyceae%NA%NA%Urgorri%Urgorri complanatus,4
unknown,NA%NA%Cryptophyceae%Pyrenomonadales%Geminigeraceae%Teleaulax%Teleaulax amphioxeia,1
